Day,Pb_Sum,Ppv_Sum,Pd_Sum,Ppvmax_Sum,Ps_Sum,Pc_Sum,SOC_Avg,Benefit,npv
158,0.0,887808.5762984647,67543.2,920108.7183412119,878600.8968613044,76750.87943716021,24372.718894388698,52460794.712555364,445336989.2180872
159,0.0,895028.8493265219,67543.2,930882.6856802127,885821.1698893616,76750.87943716021,28146.314395151498,52460794.712555364,445336989.2180872
160,0.0,865904.9203318288,70029.18027869462,874694.6283507078,856358.3450547716,79575.75555575172,27059.756836450277,52460794.712555364,445336989.2180872
161,0.0,880286.7893621349,73524.615963901,913500.4971356364,870263.7064383777,83547.69888765815,28606.258116802564,52460794.712555364,445336989.2180872
162,0.0,890079.5606907521,67543.2,938356.7408078549,880871.8812535919,76750.87943716021,26367.977742301213,52460794.712555364,445336989.2180872
163,0.0,904246.7563816304,67543.2,953962.9889836542,895039.07694447,76750.87943716023,20455.92250463683,52460794.712555364,445336989.2180872
164,0.0,890656.0700495251,87543.2,926600.2535645185,878721.9342297355,99477.33581978947,22908.75,52460794.712555364,445336989.2180872
165,0.0,883204.068632882,67543.2,910242.716117636,873996.3891957217,76750.87943716021,28418.405713817323,52460794.712555364,445336989.2180872
166,0.0,886877.6633452799,55107.85482244255,906492.8513540572,879365.205219597,62620.31294812528,20368.882624760274,52460794.712555364,445336989.2180872
167,0.0,911873.8666650978,67543.2,981497.7060128694,902666.1872279377,76750.87943716021,24730.782480247155,52460794.712555364,445336989.2180872
168,0.0,902209.9638386114,67543.2,957341.734581468,893002.2844014512,76750.87943716021,27272.808183733552,52460794.712555364,445336989.2180872
169,0.0,911075.0146988413,87543.2,958492.6141565896,899140.8788790517,99477.33581978947,29590.30366259301,52460794.712555364,445336989.2180872
170,0.0,904065.722893914,67543.2,943415.8067015497,894858.0434567536,76750.87943716021,20777.822723149395,52460794.712555364,445336989.2180872
171,0.0,901880.9764915935,74150.58463215295,925946.3933034642,891772.5597542922,84259.00136945417,27693.525248920952,52460794.712555364,445336989.2180872
172,0.0,901516.9342256039,74481.81555166192,962440.1339916788,891363.3631555716,84635.3866216941,27831.322352110914,52460794.712555364,445336989.2180872
173,0.0,892962.1044118325,70789.13271429914,920399.0300807421,883311.9302763481,80439.30684978362,23837.602136450125,52460794.712555364,445336989.2180872
174,0.0,895540.5211335558,67543.2,933819.5443652902,886332.8416963955,76750.87943716021,27106.577816863875,52460794.712555364,445336989.2180872
175,0.0,897636.5614489703,0.0,928082.9194142773,820885.6820118101,76750.87943716021,41356.113838977886,52460794.712555364,445336989.2180872
176,0.0,846144.3782675726,111706.99470571718,846527.9390434027,899095.5349804736,58755.837992816145,53996.79672003381,52460794.712555364,445336989.2180872
177,0.0,907523.7940591769,81902.19788600253,969780.3884341808,904930.1658395665,84495.82610561287,30560.49058200185,52460794.712555364,445336989.2180872
178,0.0,905312.5508710563,74789.43897173268,960943.3159058422,895117.0437091691,84984.94613361979,26410.120347131855,52460794.712555364,445336989.2180872
179,0.0,927109.4900449871,67543.2,1010706.1614334334,917901.8106078268,76750.87943716023,22746.587660353984,52460794.712555364,445336989.2180872
180,0.0,932988.8030815204,75344.58023607446,1026058.798186634,922717.617497462,85615.76582013283,27407.916157156942,52460794.712555364,445336989.2180872
181,0.0,892831.4356196942,67543.2,917627.4053731775,883623.756182534,76750.87943716021,25639.422183136125,52460794.712555364,445336989.2180872
182,0.0,902343.1059893348,67543.2,995948.6315387461,893135.4265521745,76750.87943716021,27106.577816863875,52460794.712555364,445336989.2180872
183,0.0,907394.6015514835,67543.2,973797.1950955397,898186.9221143232,76750.87943716021,27106.577816863875,52460794.712555364,445336989.2180872
184,0.0,907791.3944913744,74600.72262068868,981613.5677326868,897621.6136744777,84770.50343758526,21673.532285456593,52460794.712555364,445336989.2180872
185,0.0,912354.2640826761,74250.66354466713,986615.5265598829,902232.2043058854,84372.72332145787,24032.337645654974,52460794.712555364,445336989.2180872
186,0.0,911211.777225386,67543.2,996755.8762228341,902004.0977882257,76750.87943716021,23436.500000000004,52460794.712555364,445336989.2180872
187,0.0,919917.8476835091,94408.53045892999,1003295.9622556339,907047.8106612894,107278.56748114989,24734.8357648161,52460794.712555364,445336989.2180872
188,0.0,911096.7388299372,67543.2,977831.6111423186,901889.0593927769,76750.87943716021,24061.129234370386,52460794.712555364,445336989.2180872
