Hour,Pb,Ppv,Pd,Ppvmax,Ps,Pc,SOC,Benefit,npv
1540,0.0,0.0,0.0,0.0,0.0,0.0,24390.320888121423,57231472.607204266,474124441.4598438
1541,0.0,0.0,0.0,0.0,0.0,0.0,24390.320888121423,57231472.607204266,474124441.4598438
1542,0.0,0.0,0.0,0.0,0.0,0.0,24390.320888121423,57231472.607204266,474124441.4598438
1543,0.0,4763.8422,0.0,4763.8422,4763.8422,0.0,24390.320888121423,57231472.607204266,474124441.4598438
1544,0.0,41096.8422,0.0,41096.8422,41096.8422,0.0,24390.320888121423,57231472.607204266,474124441.4598438
1545,0.0,86846.6841,13153.315900000001,86846.6841,100000.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1546,0.0,112488.73669999995,0.0,125833.57890000001,100000.0,12488.736699999956,22084.77474694996,57231472.607204266,474124441.4598438
1547,0.0,153557.52630000003,0.0,155971.1052,100000.0,53557.52630000001,72327.09016897998,57231472.607204266,474124441.4598438
1548,0.0,153557.5263,0.0,168923.8422,100000.0,53557.5263,122569.40559100997,57231472.607204266,474124441.4598438
1549,0.0,151369.57890000002,0.0,151369.57890000002,100000.0,51369.57890000002,170759.20755710002,57231472.607204266,474124441.4598438
1550,0.0,127985.8422,0.0,127985.8422,100000.0,27985.8422,197012.72612492,57231472.607204266,474124441.4598438
1551,0.0,100000.0,0.0,106460.05260000001,100000.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
1552,0.0,74845.89480000001,14417.815352640784,74845.89480000001,89263.7101526408,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1553,0.0,40791.6315,0.0,40791.6315,40791.6315,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1554,0.0,8459.052599999999,0.0,8459.052599999999,8459.052599999999,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1555,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
1556,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1557,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1558,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1559,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1560,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1561,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1562,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1563,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1564,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1565,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1566,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1567,0.0,5191.8948,0.0,5191.8948,5191.8948,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1568,0.0,41976.0,0.0,41976.0,41976.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1569,0.0,88952.52630000001,0.0,88952.52630000001,88952.52630000001,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1570,0.0,130277.2104,0.0,130277.2104,100000.0,30277.210399999996,38772.14192492,57231472.607204266,474124441.4598438
1571,0.0,150542.5263,0.0,150542.5263,100000.0,50542.5263,86186.08584695,57231472.607204266,474124441.4598438
1572,0.0,153557.5263,0.0,159685.5789,100000.0,53557.5263,136428.40126898,57231472.607204266,474124441.4598438
1573,0.0,115043.84220000004,0.0,154602.7896,100000.0,15043.842200000043,150541.02963680006,57231472.607204266,474124441.4598438
1574,0.0,137458.1052,0.0,137458.1052,100000.0,37458.1052,185680.47812492005,57231472.607204266,474124441.4598438
1575,0.0,112080.0,0.0,112080.0,100000.0,12080.0,197012.72612492,57231472.607204266,474124441.4598438
1576,0.0,82551.94739999999,0.0,82551.94739999999,82551.94739999999,0.0,197012.72612492,57231472.607204266,474124441.4598438
1577,0.0,42991.894799999995,53557.5263,42991.894799999995,96549.42109999999,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1578,0.0,8670.947400000001,53557.5263,8670.947400000001,62228.4737,0.0,82829.74712481342,57231472.607204266,474124441.4598438
1579,0.0,0.0,53557.5263,0.0,53557.5263,0.0,25738.25762476014,57231472.607204266,474124441.4598438
1580,0.0,0.0,0.0,0.0,0.0,0.0,25738.25762476014,57231472.607204266,474124441.4598438
1581,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1582,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1583,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1584,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1585,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1586,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1587,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1588,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1589,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1590,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1591,0.0,4980.0,0.0,4980.0,4980.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1592,0.0,43557.15779999999,0.0,43557.15779999999,43557.15779999999,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1593,0.0,91685.6841,0.0,91685.6841,91685.6841,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1594,0.0,128620.42109999999,0.0,128620.42109999999,100000.0,28620.421099999992,37217.90788258999,57231472.607204266,474124441.4598438
1595,0.0,153557.5263,0.0,159405.4737,100000.0,53557.5263,87460.22330461998,57231472.607204266,474124441.4598438
1596,0.0,148588.84190000006,0.0,172239.9474,100000.0,48588.84190000006,133041.41589101002,57231472.607204266,474124441.4598438
1597,0.0,100000.0,0.0,168820.7367,100000.0,0.0,133041.41589101005,57231472.607204266,474124441.4598438
1598,0.0,146836.1052,0.0,146836.1052,100000.0,46836.10519999999,176978.36617913004,57231472.607204266,474124441.4598438
1599,0.0,121356.31589999999,0.0,121356.3159,100000.0,21356.315899999987,197012.72612492,57231472.607204266,474124441.4598438
1600,0.0,83243.3685,0.0,83243.3685,83243.3685,0.0,197012.72612492,57231472.607204266,474124441.4598438
1601,0.0,43058.052599999995,53557.5263,43058.052599999995,96615.5789,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1602,0.0,8660.5263,53557.5263,8660.5263,62218.052599999995,0.0,82829.74712481342,57231472.607204266,474124441.4598438
1603,0.0,0.0,53557.5263,0.0,53557.5263,0.0,25738.25762476014,57231472.607204266,474124441.4598438
1604,0.0,0.0,0.0,0.0,0.0,0.0,25738.25762476014,57231472.607204266,474124441.4598438
1605,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1606,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1607,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1608,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1609,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1610,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1611,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1612,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1613,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1614,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1615,0.0,5730.3159,0.0,5730.3159,5730.3159,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1616,0.0,46655.210399999996,0.0,46655.210399999996,46655.210399999996,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1617,0.0,94524.3159,0.0,94524.3159,94524.3159,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1618,0.0,137449.57890000002,0.0,137449.5789,100000.0,37449.57890000001,45500.54081477001,57231472.607204266,474124441.4598438
1619,0.0,153557.5263,0.0,161906.6841,100000.0,53557.5263,95742.8562368,57231472.607204266,474124441.4598438
1620,0.0,145339.3685,0.0,174575.3685,100000.0,45339.36850000001,138275.71782665,57231472.607204266,474124441.4598438
1621,0.0,100000.0,0.0,166438.57890000002,100000.0,0.0,138275.71782665,57231472.607204266,474124441.4598438
1622,0.0,145658.2104,0.0,145658.2104,100000.0,45658.21040000001,181107.68500289004,57231472.607204266,474124441.4598438
1623,0.0,116954.5263,0.0,116954.5263,100000.0,16954.526299999998,197012.72612492,57231472.607204266,474124441.4598438
1624,0.0,80593.2633,14417.815352640784,80593.2633,95011.07865264079,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1625,0.0,39971.052599999995,0.0,39971.052599999995,39971.052599999995,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1626,0.0,8450.2104,0.0,8450.2104,8450.2104,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1627,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
1628,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1629,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1630,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1631,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1632,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1633,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1634,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1635,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1636,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1637,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1638,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1639,0.0,5929.5789,0.0,5929.5789,5929.5789,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1640,0.0,48048.9474,0.0,48048.9474,48048.9474,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1641,0.0,96803.5263,0.0,96803.5263,96803.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1642,0.0,139397.2104,0.0,139397.2104,100000.0,39397.21040000001,47327.61392492001,57231472.607204266,474124441.4598438
1643,0.0,153557.5263,0.0,158850.0,100000.0,53557.5263,97569.92934695001,57231472.607204266,474124441.4598438
1644,0.0,153447.4211000001,0.0,165988.7367,100000.0,53447.42110000008,147708.9550808601,57231472.607204266,474124441.4598438
1645,0.0,100000.0,0.0,160872.0,100000.0,0.0,147708.9550808601,57231472.607204266,474124441.4598438
1646,0.0,138037.89479999995,0.0,138037.89479999998,100000.0,38037.894799999965,183392.30419274006,57231472.607204266,474124441.4598438
1647,0.0,114519.15779999999,0.0,114519.1578,100000.0,14519.157799999986,197012.72612492,57231472.607204266,474124441.4598438
1648,0.0,81799.42109999999,0.0,81799.42109999999,81799.42109999999,0.0,197012.72612492,57231472.607204266,474124441.4598438
1649,0.0,42488.2104,0.0,42488.2104,42488.2104,0.0,197012.72612492,57231472.607204266,474124441.4598438
1650,0.0,8332.1052,0.0,8332.1052,8332.1052,0.0,197012.72612492,57231472.607204266,474124441.4598438
1651,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
1652,0.0,0.0,53557.5263,0.0,53557.5263,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1653,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1654,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1655,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1656,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1657,0.0,0.0,53557.5263,0.0,53557.5263,0.0,82829.74712481344,57231472.607204266,474124441.4598438
1658,0.0,0.0,53557.5263,0.0,53557.5263,0.0,25738.257624760154,57231472.607204266,474124441.4598438
1659,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1660,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1661,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1662,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1663,0.0,5532.0,0.0,5532.0,5532.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1664,0.0,45301.4211,0.0,45301.4211,45301.4211,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1665,0.0,94392.6315,0.0,94392.6315,94392.6315,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1666,0.0,137475.4737,0.0,137475.4737,100000.0,37475.4737,45524.832726650005,57231472.607204266,474124441.4598438
1667,0.0,101422.26300000004,0.0,164417.6841,100000.0,1422.2630000000354,46859.05764695004,57231472.607204266,474124441.4598438
1668,0.0,153557.5263,0.0,166053.63150000002,100000.0,53557.5263,97101.37306898003,57231472.607204266,474124441.4598438
1669,0.0,153557.5263,0.0,159346.4211,100000.0,53557.5263,147343.68849101005,57231472.607204266,474124441.4598438
1670,0.0,136748.0526,0.0,136748.0526,100000.0,36748.052599999995,181817.03663507005,57231472.607204266,474124441.4598438
1671,0.0,116198.36849999998,0.0,116198.3685,100000.0,16198.368499999982,197012.72612492,57231472.607204266,474124441.4598438
1672,0.0,83731.26329999999,0.0,83731.26329999999,83731.26329999999,0.0,197012.72612492,57231472.607204266,474124441.4598438
1673,0.0,43586.5263,0.0,43586.5263,43586.5263,0.0,197012.72612492,57231472.607204266,474124441.4598438
1674,0.0,8282.3685,0.0,8282.3685,8282.3685,0.0,197012.72612492,57231472.607204266,474124441.4598438
1675,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1676,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
1677,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1678,0.0,0.0,0.0,0.0,0.0,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1679,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848680004,57231472.607204266,474124441.4598438
1680,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1681,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1682,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1683,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1684,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1685,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1686,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1687,0.0,6068.3685,0.0,6068.3685,6068.3685,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1688,0.0,48519.7896,0.0,48519.7896,48519.7896,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1689,0.0,97408.4211,0.0,97408.4211,97408.4211,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1690,0.0,134829.0,0.0,134829.0,100000.0,34829.0,43042.175748680005,57231472.607204266,474124441.4598438
1691,0.0,153557.5263,0.0,162049.10520000002,100000.0,53557.5263,93284.49117071001,57231472.607204266,474124441.4598438
1692,0.0,103312.21040000001,0.0,165041.5263,100000.0,3312.210400000011,96391.67574695002,57231472.607204266,474124441.4598438
1693,0.0,153557.5263,0.0,159138.31590000002,100000.0,53557.5263,146633.99116898002,57231472.607204266,474124441.4598438
1694,0.0,138286.63150000002,0.0,140920.8948,100000.0,38286.63150000003,182550.68017913005,57231472.607204266,474124441.4598438
1695,0.0,115416.31589999999,0.0,115416.31589999999,100000.0,15416.315899999987,197012.72612492,57231472.607204266,474124441.4598438
1696,0.0,85877.3685,0.0,85877.3685,85877.3685,0.0,197012.72612492,57231472.607204266,474124441.4598438
1697,0.0,43048.8948,53557.5263,43048.8948,96606.4211,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1698,0.0,8134.7367,0.0,8134.7367,8134.7367,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1699,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,124552.06984878657,57231472.607204266,474124441.4598438
1700,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1701,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1702,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1703,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1704,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1705,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1706,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1707,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1708,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1709,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1710,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1711,0.0,5874.7896,0.0,5874.7896,5874.7896,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1712,0.0,47152.105200000005,0.0,47152.105200000005,47152.105200000005,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1713,0.0,94714.4211,0.0,94714.4211,94714.4211,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1714,0.0,136444.7367,0.0,136444.7367,100000.0,36444.73670000001,44557.89834695001,57231472.607204266,474124441.4598438
1715,0.0,153557.5263,0.0,165967.5789,100000.0,53557.5263,94800.21376898,57231472.607204266,474124441.4598438
1716,0.0,146793.73700000002,0.0,172719.9474,100000.0,46793.73700000002,138697.41844868002,57231472.607204266,474124441.4598438
1717,0.0,100000.0,0.0,166173.94739999998,100000.0,0.0,138697.41844868002,57231472.607204266,474124441.4598438
1718,0.0,145211.6841,0.0,145211.6841,100000.0,45211.68410000001,181110.49930289004,57231472.607204266,474124441.4598438
1719,0.0,116951.5263,0.0,116951.5263,100000.0,16951.526299999998,197012.72612492,57231472.607204266,474124441.4598438
1720,0.0,84765.1578,14417.815352640784,84765.1578,99182.97315264078,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1721,0.0,42765.789600000004,0.0,42765.789600000004,42765.789600000004,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1722,0.0,7884.0,0.0,7884.0,7884.0,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1723,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
1724,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1725,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1726,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1727,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1728,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1729,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1730,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1731,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1732,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1733,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1734,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1735,0.0,5928.4737000000005,0.0,5928.4737000000005,5928.4737000000005,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1736,0.0,46064.210399999996,0.0,46064.210399999996,46064.210399999996,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1737,0.0,92874.6315,0.0,92874.6315,92874.6315,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1738,0.0,131669.68409999998,0.0,131669.68409999998,100000.0,31669.684099999984,40078.421502889985,57231472.607204266,474124441.4598438
1739,0.0,153557.5263,0.0,160414.26330000002,100000.0,53557.5263,90320.73692491998,57231472.607204266,474124441.4598438
1740,0.0,153557.5263,0.0,169245.31590000002,100000.0,53557.5263,140563.05234695,57231472.607204266,474124441.4598438
1741,0.0,112983.15779999999,0.0,160790.84219999998,100000.0,12983.157799999986,152742.55267913,57231472.607204266,474124441.4598438
1742,0.0,134129.36850000004,0.0,134129.3685,100000.0,34129.36850000003,184759.31326898004,57231472.607204266,474124441.4598438
1743,0.0,113061.9474,0.0,113061.94739999999,100000.0,13061.947400000005,197012.72612492,57231472.607204266,474124441.4598438
1744,0.0,80288.0526,0.0,80288.0526,80288.0526,0.0,197012.72612492,57231472.607204266,474124441.4598438
1745,0.0,41170.8948,14417.815352640784,41170.8948,55588.710152640786,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1746,0.0,7770.3159000000005,0.0,7770.3159000000005,7770.3159000000005,0.0,181643.55934883986,57231472.607204266,474124441.4598438
1747,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
1748,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
1749,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1750,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1751,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1752,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1753,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1754,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1755,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1756,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1757,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1758,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1759,0.0,5863.2633,0.0,5863.2633,5863.2633,-0.0,10369.090848679998,57231472.607204266,474124441.4598438
1760,0.0,46420.7367,0.0,46420.7367,46420.7367,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1761,0.0,95767.26329999999,0.0,95767.26329999999,95767.26329999999,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1762,0.0,132697.8948,0.0,132697.8948,100000.0,32697.89480000001,41042.98596056001,57231472.607204266,474124441.4598438
1763,0.0,153557.5263,0.0,162066.7896,100000.0,53557.5263,91285.30138259,57231472.607204266,474124441.4598438
1764,0.0,105903.94739999998,0.0,166847.84219999998,100000.0,5903.9473999999755,96823.79443852998,57231472.607204266,474124441.4598438
1765,0.0,153557.5263,0.0,156152.52630000003,100000.0,53557.5263,147066.10986056,57231472.607204266,474124441.4598438
1766,0.0,135952.7367,0.0,135952.7367,100000.0,35952.73670000001,180793.37215883003,57231472.607204266,474124441.4598438
1767,0.0,117289.57890000002,0.0,117289.57890000001,100000.0,17289.578900000022,197012.72612492,57231472.607204266,474124441.4598438
1768,0.0,82275.6315,0.0,82275.6315,82275.6315,0.0,197012.72612492,57231472.607204266,474124441.4598438
1769,0.0,43152.3159,0.0,43152.3159,43152.3159,0.0,197012.72612492,57231472.607204266,474124441.4598438
1770,0.0,8139.3159,0.0,8139.3159,8139.3159,0.0,197012.72612492,57231472.607204266,474124441.4598438
1771,0.0,0.0,53557.5263,0.0,53557.5263,0.0,139921.23662486672,57231472.607204266,474124441.4598438
1772,0.0,0.0,53557.5263,0.0,53557.5263,0.0,82829.74712481344,57231472.607204266,474124441.4598438
1773,0.0,0.0,53557.5263,0.0,53557.5263,0.0,25738.25762476014,57231472.607204266,474124441.4598438
1774,0.0,0.0,11037.236452640776,0.0,11037.236452640776,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1775,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1776,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1777,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1778,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1779,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1780,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1781,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1782,0.0,0.0,0.0,0.0,0.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1783,0.0,5920.8948,0.0,5920.8948,5920.8948,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1784,0.0,48027.0,0.0,48027.0,48027.0,0.0,13972.73534287039,57231472.607204266,474124441.4598438
1785,0.0,96619.42109999999,3380.5789000000077,96619.42109999999,100000.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
1786,0.0,138590.6841,0.0,138590.6841,100000.0,38590.68410000001,46571.011602890016,57231472.607204266,474124441.4598438
1787,0.0,153557.5263,0.0,162338.3685,100000.0,53557.5263,96813.32702492001,57231472.607204266,474124441.4598438
1788,0.0,141937.68440000006,0.0,167481.63150000002,100000.0,41937.68440000006,136155.06876056007,57231472.607204266,474124441.4598438
